survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score
902771,101307,2022-07-03,4,,4,4,3,3
902772,101307,2025-10-11,4,4,4,4,4,4
902773,101308,2023-05-25,2,2,2,1,1,1
902774,101308,05-02-2024,2,2,,3,1,2
902775,101308,2025-03-17,2,1,2,2,3,2
902776,101309,02/25/2023,5,5,5,5,5,4
902777,101310,2022-02-27,3,3,3,2,3,3
902778,101310,04/04/2023,4,4,4,5,4,
902779,101311,2023-05-26,3,2,2,2,2,4
902780,101311,01/31/2025,2,2,2,2,2,2
902781,101312,2025-11-17,2,2,2,3,2,1
902782,101313,2022-08-04,5,5,4,4,5,5
902783,101313,2024-09-25,5,5,4,5,4,5
902784,101314,08-02-2022,,3,3,3,2,3
902785,101314,05/02/2022,3,3,3,,3,3
902786,101315,"Jan 15, 2022",4,4,4,5,4,4
902787,101315,27-01-2022,3,4,3,3,3,3
902788,101315,2023-12-10,4,3,4,4,3,5
902789,101315,2025-06-18,4,4,4,5,4,3
902790,101317,2024/12/05,3,3,3,3,3,3
902791,101318,2022-01-11,4,5,4,4,4,4
902792,101318,2022-04-29,3,4,3,3,3,3
902793,101318,2022-12-23,3,3,3,3,3,3
902794,101318,02/13/2024,3,4,4,3,4,3
902795,101320,2022-02-13,2,3,2,2,2,2
902796,101321,2022-05-19,3,3,2,3,2,3
902797,101321,23-04-2023,2,3,2,2,,
902798,101321,2023-07-28,4,4,3,4,4,5
902799,101321,2024-06-29,4,3,4,3,4,4
902800,101322,2024-04-04,4,4,3,4,4,4
902801,101322,2024-04-04,4,3,4,3,4,4
902802,101322,2025-09-11,4,3,4,5,4,4
902803,101323,2025-12-19,3,3,4,,2,4
902804,101323,2026-04-20,2,3,2,3,2,2
902805,101324,02/25/2026,4,4,4,,4,4
902806,101325,03-10-2024,5,5,4,5,4,4
902807,101326,2022-08-18,3,3,3,2,3,2
902808,101326,2023-07-31,3,3,3,3,3,3
902809,101326,2025-10-04,3,3,3,2,3,3
902810,101327,2026-01-05,3,3,3,3,3,3
902811,101328,2023-10-19,4,4,4,5,3,3
902812,101329,2023-08-26,4,3,3,3,5,4
902813,101329,2024/02/26,4,3,4,4,4,4
902814,101329,2024-03-24,3,3,4,3,4,3
902815,101329,2024-07-07,3,3,3,3,3,2
902816,101330,"Feb 19, 2022",2,3,2,2,2,2
902817,101330,2022-02-26,1,2,1,1,1,1
902818,101330,2022-03-04,2,2,2,2,3,2
902819,101331,2022-04-21,2,3,3,2,3,1
902820,101331,03-08-2024,3,3,3,2,2,2
902821,101331,2024-08-14,3,3,2,3,3,3
902822,101332,2023-06-15,2,2,1,1,1,2
902823,101332,01-07-2023,3,3,3,3,4,4
902824,101332,2024/11/14,2,2,3,2,2,3
902825,101332,2025-11-17,2,,3,2,3,2
902826,101333,2023-02-10,2,2,3,2,2,2
902827,101333,2024/04/11,4,4,4,4,4,5
902828,101334,02/26/2025,2,2,2,3,1,2
902829,101334,01/27/2026,2,2,2,2,2,
902830,101335,04-12-2024,3,2,3,3,3,3
902831,101335,2025-05-16,3,3,2,2,3,2
902832,101336,2025-06-20,4,,4,4,3,
902833,101336,"Mar 29, 2026",3,4,3,3,3,2
902834,101337,2022-09-19,4,4,4,4,4,4
902835,101337,2025-01-03,4,4,5,4,3,3
902836,101338,2025-09-30,4,5,4,4,,4
902837,101339,2023-02-26,3,2,2,3,3,3
902838,101339,2024-08-24,3,3,,2,2,2
902839,101340,2024-12-12,2,2,3,1,2,1
902840,101341,2025-07-08,4,3,5,3,2,
902841,101341,2026-03-25,3,3,2,2,3,3
902842,101342,24-01-2024,3,2,4,3,2,2
902843,101342,2025-04-13,3,3,2,2,2,3
902844,101344,2023/04/02,3,3,2,3,3,2
902845,101344,19-02-2024,5,4,5,5,5,4
902846,101344,2025-12-25,3,3,3,4,3,3
902847,101345,2022-12-22,1,2,1,1,1,1
902848,101345,2024-10-16,2,2,,1,1,2
902849,101347,2023-08-03,4,4,5,5,5,4
902850,101347,08/20/2024,4,4,3,4,4,4
902851,101347,2025-06-15,4,3,4,4,4,4
902852,101347,2025-11-18,4,4,3,3,4,4
902853,101348,2024-12-04,3,3,3,3,4,2
902854,101348,2025-01-03,3,3,3,1,3,4
902855,101348,2025-05-11,3,3,3,3,2,3
902856,101349,2024-05-11,3,3,3,3,3,3
902857,101349,2024-12-29,4,4,4,4,3,4
902858,101349,2025-06-05,3,3,2,2,,2
902859,101349,2026-03-05,3,3,2,3,3,3
902860,101350,2023-06-12,4,3,3,3,4,3
902861,101350,16-05-2024,4,4,4,4,4,3
902862,101350,2025-05-16,3,3,3,4,3,4
902863,101352,2023-08-03,3,3,3,4,2,3
902864,101352,2023-10-09,3,3,3,3,2,3
902865,101352,05-09-2024,4,4,3,4,4,4
902866,101352,2024-09-30,3,4,3,3,3,3
902867,101353,16-06-2022,2,2,2,1,2,2
902868,101353,12/27/2025,2,2,3,2,1,2
902869,101354,2024-07-29,3,3,3,4,3,3
902870,101354,2024-10-09,4,4,4,3,4,3
902871,101354,09-10-2025,3,4,4,2,4,3
902872,101355,2025-04-24,2,2,2,2,2,2
902873,101355,04/28/2025,2,2,2,3,2,2
902874,101355,12/16/2025,3,2,3,3,2,
902875,101357,"Nov 15, 2022",4,4,4,,4,3
902876,101357,2024-05-28,4,4,4,4,3,
902877,101357,2025-05-18,4,4,4,4,4,4
902878,101358,2024-05-30,4,3,3,3,3,4
902879,101358,2024-06-23,5,5,5,5,4,4
902880,101358,2025-05-11,4,4,4,5,5,4
902881,101358,2025-05-18,5,5,5,5,5,5
902882,101359,2023-03-22,2,2,1,2,1,1
902883,101359,23-11-2025,2,1,1,2,2,1
902884,101359,12/22/2025,3,3,4,2,3,3
902885,101360,2022-10-04,3,2,2,4,3,3
902886,101360,13-12-2022,4,4,5,5,4,3
902887,101360,2025-08-24,3,2,,3,3,3
902888,101360,2026-01-27,4,3,4,4,5,4
902889,101362,2022-07-17,3,4,3,3,3,3
902890,101362,2025-09-04,3,3,4,3,4,3
902891,101363,2024-04-19,2,2,2,1,2,2
902892,101363,29-05-2024,3,3,3,3,3,3
902893,101364,2022-04-08,2,2,3,3,2,
902894,101366,2025/12/08,3,3,3,4,3,2
902895,101366,2026/02/16,4,4,4,4,4,3
902896,101366,"Feb 18, 2026",3,3,3,3,3,3
902897,101366,2026/03/09,3,3,3,2,3,3
902898,101367,2024-02-23,3,2,3,2,3,3
902899,101367,2025-04-27,3,2,2,3,3,2
902900,101368,2023-01-19,3,4,4,4,2,3
902901,101369,2025-09-14,4,4,4,4,4,
902902,101369,02/02/2026,4,4,4,4,4,3
902903,101370,2025-11-29,2,2,2,4,2,1
902904,101370,2025-12-21,2,2,2,1,1,1
902905,101370,16-03-2026,2,2,2,2,1,2
902906,101370,2026-04-14,2,1,,1,2,2
902907,101371,2024-09-28,2,3,2,3,1,2
902908,101371,2024-12-03,3,3,3,2,3,3
902909,101371,12/28/2025,3,3,3,4,3,3
902910,101372,2024-02-03,4,4,4,4,4,4
902911,101373,2024-06-27,4,5,4,4,4,4
902912,101373,2025/04/05,4,4,4,4,4,4
902913,101374,27-03-2026,3,3,3,2,4,3
902914,101374,17-04-2026,3,3,4,3,3,
902915,101374,"Apr 26, 2026",3,4,3,3,4,2
902916,101375,2023-04-20,2,3,2,1,2,2
902917,101375,09/26/2025,2,2,3,3,3,2
902918,101376,2024-11-02,4,4,4,4,4,3
902919,101376,2024-11-27,3,2,3,3,3,2
902920,101376,2025-10-20,4,4,4,4,3,3
902921,101377,2023-12-14,2,2,2,3,3,3
902922,101378,2023-08-01,3,4,3,3,3,2
902923,101380,2023-07-28,4,4,4,4,3,5
902924,101380,2025-12-11,4,5,4,5,3,5
902925,101381,2022-04-20,3,3,4,3,3,2
902926,101382,2024-04-03,2,3,2,2,2,2
902927,101383,2022-06-01,3,3,3,4,2,2
902928,101383,2023/06/15,4,4,3,4,4,4
902929,101383,2025-11-16,4,4,4,4,4,4
902930,101385,2023-04-15,2,2,1,3,2,2
902931,101386,2024-05-06,5,5,4,4,4,4
902932,101386,2025-10-26,4,5,4,4,4,3
902933,101387,2022-08-09,3,2,3,3,3,2
902934,101387,2023-07-17,3,3,2,3,1,1
902935,101387,2026-01-12,3,3,3,3,3,3
902936,101388,2022-09-20,5,4,5,5,5,4
902937,101388,2023-02-24,4,5,5,4,5,4
902938,101388,2025-01-14,4,5,4,4,5,4
902939,101388,01/27/2026,5,4,5,,5,4
902940,101389,2022-04-14,3,2,3,2,4,3
902941,101390,2022-03-16,3,3,3,3,3,3
902942,101390,2022-06-05,2,3,2,2,2,2
902943,101391,08-06-2025,3,3,3,2,3,3
902944,101391,2025-07-04,3,3,4,3,3,2
902945,101391,2025-10-15,4,3,4,4,4,4
902946,101391,2025-11-12,5,5,5,4,5,5
902947,101392,2023-08-17,,2,3,3,2,2
902948,101393,2024-10-12,4,4,4,4,4,3
902949,101394,2023-07-11,4,4,4,4,4,3
902950,101394,2024/09/30,3,1,2,3,4,2
902951,101394,2025-04-05,5,4,5,3,4,3
902952,101395,2023-02-14,3,3,,2,3,1
902953,101395,07/17/2025,2,3,2,,3,1
902954,101397,"Apr 22, 2025",4,5,4,4,4,4
902955,101397,2025-04-24,4,3,5,4,4,4
902956,101397,2025-09-04,3,3,3,3,3,3
902957,101397,"Sep 13, 2025",3,3,4,3,4,3
902958,101398,2022-03-18,2,2,2,2,1,2
902959,101398,2022/08/16,2,2,,1,1,2
902960,101398,2025-06-05,3,3,3,3,2,2
902961,101399,2023-03-15,4,4,4,4,4,4
902962,101399,2023-06-02,4,4,3,4,4,5
902963,101399,"Aug 07, 2023",3,2,3,3,3,3
902964,101400,2025-05-04,4,4,4,4,4,4
902965,101400,06/12/2025,4,4,3,4,5,4
902966,101400,2025-07-08,4,,4,5,4,4
902967,101400,01/12/2026,4,4,4,5,4,5
902968,101401,2023-04-25,2,2,1,2,2,2
902969,101401,2023-06-18,2,2,1,3,3,2
902970,101401,2024-10-21,2,2,2,2,,2
902971,101401,2025-08-18,2,1,1,2,1,2
902972,101403,2023/07/19,3,4,3,4,3,3
902973,101404,30-06-2022,5,5,5,4,5,4
902974,101405,2022-10-26,3,3,4,3,3,3
902975,101405,2023-05-05,4,4,4,3,4,3
902976,101405,2023-09-23,3,3,3,3,4,4
902977,101405,2024-03-14,4,3,4,4,4,2
902978,101406,2022-11-26,3,3,3,3,4,2
902979,101406,2024-05-27,3,3,2,3,2,3
902980,101406,"Nov 21, 2024",4,4,4,3,3,3
902981,101406,2025-02-13,3,3,3,3,4,2
902982,101408,2022-06-05,3,2,3,2,3,2
902983,101408,10/19/2025,2,2,3,2,2,3
902984,101409,2024-10-05,3,3,3,3,2,2
902985,101409,2025-06-20,3,2,3,3,3,2
902986,101409,2025-08-22,3,4,3,2,3,3
902987,101409,2026-04-02,3,3,3,,3,3
902988,101410,2025-12-14,3,3,4,3,3,3
902989,101412,2023-04-16,3,3,4,3,2,2
902990,101412,2024-09-06,3,2,2,3,3,2
902991,101412,2025-05-31,3,3,3,3,3,3
902992,101413,01/01/2022,4,3,4,5,4,
902993,101413,2022/04/04,3,3,4,,3,3
902994,101413,2022-09-29,3,3,3,4,3,3
902995,101413,01/29/2023,4,4,4,5,4,5
902996,101416,2024-06-25,2,2,2,2,2,2
902997,101416,2024-11-25,3,3,3,3,4,3
902998,101417,2024-06-21,3,3,3,3,3,3
902999,101417,"Jan 10, 2025",3,3,3,3,3,2
903000,101418,2025-11-28,3,4,3,4,4,3
903001,101419,2024/08/02,4,4,5,3,3,5
903002,101420,"May 04, 2025",3,3,2,3,2,2
903003,101420,2025-09-26,3,3,2,2,2,3
903004,101421,2024-09-15,5,5,4,4,4,4
903005,101421,2024-11-14,4,4,4,3,3,3
903006,101421,2025-07-18,3,2,3,3,3,2
903007,101422,2026-03-27,3,3,4,3,3,3
903008,101422,2026-03-28,3,3,3,4,3,3
903009,101424,2024-06-05,5,4,4,5,4,4
903010,101426,20-03-2025,3,2,2,2,3,3
903011,101426,05/11/2025,2,2,2,2,2,3
903012,101426,2025-08-12,3,,3,3,3,2
903013,101427,01/22/2024,4,4,4,4,4,4
903014,101427,2024-04-12,4,4,3,3,3,4
903015,101427,07/12/2024,4,4,3,4,3,4
903016,101428,03/05/2022,3,3,4,4,,3
903017,101429,11/30/2023,3,,3,3,3,2
903018,101429,2025-05-22,5,5,5,4,4,4
903019,101429,2026-02-20,3,3,4,3,3,2
903020,101430,08/03/2025,4,3,5,4,3,3
903021,101431,"Jun 10, 2024",4,4,3,4,4,4
903022,101431,2024-11-26,4,3,4,5,3,3
903023,101431,2026-04-30,5,5,3,4,4,5
903024,101432,"Aug 21, 2022",3,3,3,3,2,3
903025,101432,2022-12-11,3,3,4,3,3,3
903026,101432,04/29/2023,4,4,3,3,4,3
903027,101433,2023/05/01,2,2,2,1,1,1
903028,101433,2024-09-10,2,1,2,2,2,2
903029,101434,2022-03-11,2,1,2,2,1,1
903030,101434,06/01/2022,3,3,4,3,3,3
903031,101434,2022-06-02,3,2,3,2,3,3
903032,101435,"Feb 21, 2022",4,4,4,3,4,3
903033,101436,2022-10-04,4,4,4,4,4,4
903034,101436,2024-09-18,3,3,3,4,2,3
903035,101436,06/27/2025,3,4,3,4,4,4
903036,101437,2025/08/14,3,4,3,3,2,3
903037,101437,2025-11-26,4,4,3,,4,4
903038,101438,2022-06-21,3,3,3,3,3,3
903039,101438,28-07-2025,3,3,,3,3,3
903040,101439,2025-10-21,3,4,3,4,3,3
903041,101439,2025-12-18,3,2,3,1,2,3
903042,101439,2026-01-04,2,2,2,2,2,1
903043,101440,2022-02-28,4,3,4,4,3,4
903044,101440,2022-11-12,5,5,5,4,4,5
903045,101440,2023-03-03,4,4,4,4,3,4
903046,101442,2024-08-30,3,4,3,3,3,3
903047,101442,19-11-2024,3,,3,,3,3
903048,101442,2025-06-22,2,2,2,1,2,2
903049,101442,2025-07-05,3,2,4,3,,3
903050,101443,2025-11-12,3,2,2,3,3,2
903051,101445,2022-01-22,3,3,3,4,3,4
903052,101445,2022-04-02,2,2,3,3,2,2
903053,101445,2023-06-27,3,3,2,2,3,2
903054,101446,2025-10-10,3,3,,2,2,4
903055,101447,2022-07-09,3,2,3,3,3,2
903056,101447,2022-11-20,3,3,3,,2,3
903057,101447,08/10/2023,3,3,3,4,4,2
903058,101447,2025-08-10,3,3,4,3,3,3
903059,101448,06/02/2022,4,4,4,3,4,4
903060,101448,08/10/2022,4,5,5,4,4,4
903061,101448,"Jan 29, 2024",5,5,4,4,5,5
903062,101448,2025-03-04,4,4,4,4,4,5
903063,101449,2023-02-25,4,4,4,4,4,3
903064,101449,18-02-2026,3,3,4,3,3,3
903065,101449,2026-02-28,5,,5,5,5,5
903066,101451,2025-02-06,4,4,4,4,4,3
903067,101451,2025-08-13,3,3,3,4,3,3
903068,101451,2025/10/12,4,4,5,4,4,3
903069,101453,2026-02-05,5,4,5,5,4,5
903070,101453,2026-03-01,5,5,4,,5,5
903071,101454,2022-07-05,3,3,4,3,2,3
903072,101454,2022-10-27,3,3,3,3,3,3
903073,101454,2023-03-09,3,4,4,3,3,3
903074,101454,2023-06-04,4,3,3,4,3,3
903075,101455,08/08/2022,4,4,3,2,4,4
903076,101455,2022-12-09,4,4,4,4,4,3
903077,101455,2023-07-20,3,3,3,,4,2
903078,101455,2023-11-02,5,5,5,5,5,5
903079,101456,2024-06-27,3,3,3,3,2,3
903080,101456,"Feb 07, 2026",4,4,4,4,3,4
903081,101457,2023-08-17,4,4,4,4,4,
903082,101459,2023-03-18,3,2,3,2,3,3
903083,101459,2023-08-17,3,2,3,2,2,2
903084,101459,2023-10-19,3,4,2,3,2,1
903085,101461,2025-12-22,3,3,2,3,3,3
903086,101461,2026-04-16,3,3,3,2,2,3
903087,101462,2024-07-25,4,4,4,4,4,3
903088,101463,25-12-2024,3,2,3,3,3,3
903089,101464,2022-03-08,3,3,3,3,4,4
903090,101464,2025-01-14,3,3,3,3,3,3
903091,101465,2025-07-24,2,2,3,3,1,2
903092,101465,2025-10-01,3,4,4,3,4,3
903093,101466,02-08-2022,4,4,4,4,5,3
903094,101466,2023-10-12,4,3,3,4,4,2
903095,101466,03/11/2024,5,5,4,5,4,5
903096,101467,2022-02-26,4,4,4,4,4,4
903097,101467,2023-11-18,3,3,3,4,3,2
903098,101467,2026-04-07,4,4,4,4,4,3
903099,101468,03/03/2022,4,4,4,4,4,4
903100,101469,2025-02-20,4,4,4,4,4,3
903101,101470,"Dec 18, 2022",3,4,3,3,4,4
903102,101470,2023-01-10,4,4,4,2,4,3
903103,101471,2022-08-07,3,3,3,2,2,2
903104,101471,10/29/2022,2,2,1,2,3,1
903105,101472,"Jan 12, 2023",4,4,4,,4,4
903106,101472,2025-04-14,3,4,3,3,4,3
903107,101473,2025-07-31,3,3,2,3,3,2
903108,101473,2025-09-23,3,3,3,4,4,3
903109,101473,2026-02-10,3,3,3,3,3,2
903110,101474,2023-09-23,3,4,4,4,4,3
903111,101474,2025-11-23,4,4,4,3,,3
903112,101476,2024-05-27,4,4,5,3,4,4
903113,101476,2024-12-26,4,3,4,3,4,4
903114,101476,2024-12-29,3,3,2,3,3,3
903115,101476,2025-08-13,3,3,3,2,3,3
903116,101477,2022-04-07,4,3,4,5,5,4
903117,101477,01-09-2023,3,3,3,3,3,3
903118,101477,2023-10-24,4,4,4,3,5,3
903119,101478,2023-10-12,2,2,2,2,2,3
903120,101478,2024-12-15,3,3,3,3,2,3
903121,101478,01-04-2025,3,3,2,4,4,3
903122,101478,16-08-2025,3,3,3,3,3,3
903123,101479,2022-05-30,5,5,5,3,4,4
903124,101479,11/23/2022,4,4,4,4,,3
903125,101479,12/10/2022,4,4,4,4,3,4
903126,101479,2024-04-25,4,4,4,4,3,
903127,101480,2022/12/27,2,2,2,,3,3
903128,101480,2024-01-18,2,1,1,2,1,2
903129,101480,2024/11/21,2,2,2,2,2,3
903130,101481,TBD,4,4,5,4,4,4
903131,101481,2023-08-04,4,4,4,4,4,4
903132,101481,2024-05-03,4,4,4,4,4,4
903133,101481,2024-10-22,4,3,5,4,4,3
903134,101482,2024-08-25,3,3,2,2,2,2
903135,101484,2023-05-28,3,3,3,4,3,3
903136,101484,2023-09-15,3,4,3,,3,4
903137,101484,2026-04-30,3,3,4,3,4,3
903138,101486,2025/02/12,3,3,4,3,3,3
903139,101486,2025-08-20,4,3,5,4,4,4
903140,101486,2025-11-25,4,4,4,4,3,3
903141,101487,2024-08-17,4,3,4,4,3,4
903142,101487,2025-01-28,4,4,4,4,4,3
903143,101490,"Jan 20, 2022",4,4,4,4,4,4
903144,101490,2022-07-28,3,4,4,3,3,3
903145,101490,20-08-2023,4,5,4,4,4,4
903146,101490,2023-09-29,4,3,5,4,4,3
903147,101491,2025-09-19,3,3,3,3,3,3
903148,101491,02-02-2026,3,3,4,4,4,2
903149,101492,2024-07-10,2,2,2,1,2,2
903150,101493,2022-08-21,3,3,3,3,4,2
903151,101493,2022-11-24,4,3,3,4,3,3
903152,101493,2026-03-16,3,3,3,3,2,4
903153,101494,2023-05-02,2,3,4,2,3,2
903154,101494,2025-09-16,3,3,2,2,4,3
903155,101494,2025-12-27,3,4,3,3,4,4
903156,101495,10/15/2022,3,3,3,2,3,3
903157,101495,2022-10-22,4,3,4,4,3,4
903158,101495,2023-12-25,3,3,3,3,3,2
903159,101495,2024/02/12,4,5,4,4,4,5
903160,101496,2024-03-22,4,4,3,4,4,5
903161,101496,07-10-2025,3,3,3,4,3,3
903162,101496,2026-03-23,4,4,5,4,4,4
903163,101497,2022-10-29,4,4,4,4,4,5
903164,101497,02/14/2024,3,3,3,3,4,3
903165,101497,2025-06-25,2,2,3,3,,1
903166,101497,08/17/2025,4,4,4,4,5,4
903167,101498,2023-12-18,2,2,2,3,3,2
903168,101498,19-06-2025,2,2,1,2,3,2
903169,101498,2025-09-18,2,2,2,3,2,1
903170,101500,04/27/2022,3,2,3,3,3,2
903171,101500,2025-12-09,3,3,2,3,3,3
903172,101501,2025-11-19,4,4,5,4,4,4
903173,101501,01/21/2026,3,2,3,2,3,3
903174,101502,2024/06/07,4,4,4,3,3,
903175,101502,2024-09-01,4,3,4,3,4,4
903176,101502,2025-02-22,3,3,3,2,2,3
903177,101502,2025-12-20,4,4,3,4,3,4
903178,101503,09/12/2025,5,5,4,5,5,
903179,101504,2022-10-10,3,3,2,2,2,2
903180,101504,2022-11-29,3,3,3,4,3,3
903181,101505,2022-09-28,3,4,3,5,3,3
903182,101506,2026-04-29,2,2,2,3,2,2
903183,101507,2023-03-31,4,3,4,4,3,4
903184,101507,2025-08-27,5,5,4,5,4,5
903185,101508,2023-03-30,3,3,4,3,3,4
903186,101509,09-12-2025,4,4,4,4,4,4
903187,101510,2022-01-19,4,4,5,4,3,4
903188,101510,2022-07-01,4,3,3,,2,4
903189,101510,2023/05/06,3,3,3,4,3,2
903190,101510,2025-06-13,3,4,3,3,4,3
903191,101511,02/23/2025,3,3,3,2,3,2
903192,101511,2025-11-13,3,,4,3,3,3
903193,101512,2022-11-23,4,4,3,4,4,4
903194,101512,10/11/2025,3,3,4,3,3,3
903195,101513,28-06-2022,3,3,4,3,1,3
903196,101513,2022-07-28,3,3,4,,2,3
903197,101513,2022-10-02,4,4,4,4,3,5
903198,101513,2025-06-12,3,2,3,3,4,3
903199,101514,2022-11-01,3,3,4,3,3,4
903200,101514,2023-03-07,3,3,3,3,2,3
903201,101514,2024-03-31,2,2,3,3,1,2
903202,101514,"Jun 30, 2024",3,3,2,2,2,3
903203,101515,2022-09-05,4,5,5,4,,4
903204,101515,"Sep 17, 2024",4,4,5,4,5,4
903205,101517,05/15/2025,4,4,4,3,4,4
903206,101517,14-06-2025,3,3,4,4,4,4
903207,101517,2025-10-27,3,3,4,4,3,3
903208,101519,2022-09-04,5,5,5,5,4,4
903209,101519,2022-09-30,3,4,4,3,3,3
903210,101520,2022-02-04,3,3,3,4,2,2
903211,101520,2025-03-31,2,2,2,1,2,3
903212,101520,2025-08-05,3,2,3,3,3,2
903213,101520,2025-11-10,4,4,3,4,5,3
903214,101521,2025-10-23,3,3,4,3,3,3
903215,101521,"Dec 09, 2025",3,3,3,3,2,2
903216,101521,01/31/2026,3,3,3,3,,3
903217,101522,05/19/2023,3,3,4,3,3,2
903218,101522,2024-03-17,3,2,2,2,2,2
903219,101522,04/02/2026,3,4,4,4,2,3
903220,101523,2023-07-11,3,2,3,2,2,2
903221,101524,2025-07-14,4,4,4,5,5,4
903222,101525,2022-05-08,5,5,5,5,4,3
903223,101525,2022-09-27,4,3,3,3,3,3
903224,101525,2024-09-29,3,3,4,5,3,4
903225,101526,2024-09-05,3,3,3,4,3,3
903226,101526,2024-09-28,3,3,3,4,4,2
903227,101527,2023-10-20,3,3,4,4,3,4
903228,101527,01-03-2025,2,2,2,1,3,2
903229,101527,2025-03-24,3,3,3,2,2,
903230,101528,2023-08-31,3,4,3,3,4,2
903231,101529,2022-02-13,3,4,3,4,2,3
903232,101529,2022-10-23,4,4,3,3,4,4
903233,101529,"Sep 01, 2023",4,4,4,4,4,4
903234,101529,2025-07-25,4,4,5,4,4,5
903235,101531,17-01-2022,3,3,3,3,3,4
903236,101531,2023-05-15,2,2,3,3,3,3
903237,101532,2026-02-18,3,1,2,2,2,2
903238,101532,2026-04-15,3,3,2,3,4,2
903239,101533,2025-03-13,4,,5,4,3,
903240,101533,10-04-2025,3,3,4,4,4,4
903241,101533,05/18/2025,4,4,3,4,3,4
903242,101534,2025-03-23,3,3,3,1,2,3
903243,101534,2025-12-21,4,4,4,3,4,3
903244,101535,2025-09-15,4,4,4,5,4,4
903245,101537,2025-02-26,4,4,4,4,3,4
903246,101537,05/09/2025,4,4,4,4,4,4
903247,101538,2024-05-14,4,3,4,4,4,4
903248,101538,2024-12-02,3,4,3,4,4,3
903249,101538,01/27/2025,4,4,3,4,4,3
903250,101538,31-07-2025,5,5,5,5,5,4
903251,101539,2023-11-30,4,4,4,4,3,3
903252,101539,2024-10-24,5,5,5,5,5,5
903253,101539,2024-12-23,5,5,5,5,4,4
903254,101540,01/24/2022,3,3,3,3,3,2
903255,101540,08/19/2022,3,4,3,4,3,3
903256,101540,2023-05-15,3,4,,4,3,4
903257,101540,2025-03-22,2,2,2,3,3,2
903258,101541,2024-12-06,5,,5,4,5,5
903259,101541,02/23/2025,3,4,3,3,4,3
903260,101541,2025-06-24,3,3,2,3,3,3
903261,101541,25-01-2026,3,3,4,4,4,
903262,101543,2022-08-21,3,3,3,3,3,3
903263,101543,2022-08-21,3,3,2,2,3,3
903264,101543,2022-12-23,4,4,3,5,4,3
903265,101543,2025-02-14,3,3,3,3,2,3
903266,101544,2022-03-31,3,3,3,3,4,4
903267,101544,2022-06-17,4,3,5,3,5,4
903268,101544,2023-02-23,3,3,3,4,2,2
903269,101544,2023-04-06,5,5,4,5,4,5
903270,101545,2022-06-10,5,5,4,4,5,5
903271,101545,2022-09-09,6,4,5,5,5,5
903272,101545,"May 19, 2025",5,4,4,4,4,4
903273,101545,23-10-2025,5,5,5,5,5,5
903274,101546,2022-12-18,3,2,3,3,3,3
903275,101546,2025-05-13,4,4,4,3,3,3
903276,101550,"Jan 18, 2022",3,3,3,4,2,3
903277,101550,2022-09-25,4,4,4,3,4,5
903278,101550,2024-02-02,4,3,4,,3,3
903279,101550,2025-09-14,3,3,3,3,3,3
903280,101551,2022-05-30,3,2,4,3,3,2
903281,101551,"Jan 16, 2023",3,3,3,3,3,2
903282,101551,27-01-2024,3,3,3,2,2,2
903283,101552,"Nov 04, 2024",4,4,3,3,4,3
903284,101553,2022-03-06,2,2,2,2,2,2
903285,101555,2022-05-28,2,3,3,3,3,2
903286,101555,2024/01/27,2,2,3,2,2,2
903287,101556,2024-12-11,3,3,3,3,4,3
903288,101556,29-06-2025,4,4,4,4,5,4
903289,101556,15-07-2025,4,4,5,5,4,4
903290,101556,2025-09-03,4,4,3,4,4,4
903291,101557,2023-04-19,4,4,4,4,4,4
903292,101557,2024-04-12,3,3,3,2,3,2
903293,101558,17-04-2022,3,4,3,3,3,4
903294,101558,2026-03-08,3,3,4,3,3,2
903295,101559,"Aug 30, 2025",4,3,4,4,3,3
903296,101559,2025-09-02,3,4,4,4,4,2
903297,101559,2025-11-18,3,3,3,,3,3
903298,101559,2025-12-02,3,3,3,3,3,2
903299,101560,2025-07-18,5,5,4,4,4,5
903300,101560,2025-08-24,4,5,4,4,4,4
903301,101560,2025-10-20,4,,4,5,4,4
903302,101560,2025-12-07,4,,4,4,5,4
903303,101561,09/06/2022,4,4,4,5,4,5
903304,101561,2025-04-07,3,3,3,2,3,2
903305,101561,14-03-2026,3,,4,3,3,3
903306,101562,2023-07-09,2,2,3,2,2,2
903307,101562,10/25/2023,3,2,3,3,2,2
903308,101564,2025-03-08,2,1,1,2,1,3
903309,101565,01/18/2023,4,,4,4,4,3
903310,101565,2024-09-25,4,4,4,3,4,3
903311,101565,2026-01-11,4,4,3,3,3,4
903312,101566,08/07/2022,4,4,4,3,4,3
903313,101566,"Jun 30, 2023",3,3,3,2,3,
903314,101567,03/02/2023,3,2,3,3,3,3
903315,101567,2023-06-29,3,2,4,3,3,
903316,101567,2025-07-30,3,3,3,2,2,3
903317,101567,2026-01-06,3,4,4,4,4,4
903318,101568,2025-05-26,3,2,4,3,3,3
903319,101569,2024-09-28,3,3,4,4,3,
903320,101570,20-08-2025,5,5,5,5,4,5
903321,101570,2025-12-03,5,5,4,5,5,5
903322,101570,2026-01-22,5,5,5,5,4,5
903323,101572,2022/01/08,3,3,4,4,4,2
903324,101572,2022-05-08,4,4,5,4,4,4
903325,101572,2022-07-14,3,3,2,3,3,3
903326,101573,2023-04-17,4,3,4,5,5,5
