training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
302569,100651,Product Discovery Basics,Product,2025/07/07,2025-07-08,Completed,93.8,11.8
302570,100651,Leadership Essentials,Leadership,20-01-2022,2022-03-02,Completed,87.6,22.6
302571,100651,Enterprise Sales Methodology,Sales,2022-02-10,2022-03-27,Completed,81.6,18.0
302572,100651,Manager Coaching Skills,Leadership,2025-01-18,01/21/2025,Completed,49.9,14.7
302573,100652,Cybersecurity Awareness,Compliance,2023-03-06,2023-04-11,Completed,88.3,1.5
302574,100652,Conflict Resolution,Soft Skills,2025-05-24,2025/06/14,Done,61.2,5.2
302575,100652,Secure Coding Basics,Technical,2022-08-06,12-09-2022,Done,76.4,9.7
302576,100652,Product Discovery Basics,Product,2023/07/27,2023-09-07,Complete,62.5,10.7
302577,100652,Leadership Essentials,Leadership,13-08-2025,2025-09-21,Completed,61.0,20.0
302578,100652,New Hire Onboarding,Onboarding,2023-07-15,2023-07-23,Completed,75.1,8.9
302579,100652,Power BI Fundamentals,Technical,"Mar 10, 2024",04/06/2024,Completed,94.3,14.4
302580,100653,New Hire Onboarding,Onboarding,01/17/2026,2026-03-01,Completed,61.7,9.3
302581,100654,Cybersecurity Awareness,Compliance,2023-06-09,,In Progress,,2.2
302582,100654,Secure Coding Basics,Technical,"Aug 03, 2023",2023-08-15,Complete,70.8,12.1
302583,100654,New Hire Onboarding,Onboarding,2025-03-29,,Completed,80.7,8.9
302584,100654,Leadership Essentials,Leadership,04/27/2025,2025-05-01,Completed,75.8,19.3
302585,100655,New Hire Onboarding,Onboarding,2021-01-01,2021-01-04,Done,69.6,9.7
302586,100655,Enterprise Sales Methodology,Sales,01/01/2021,2021-02-02,Completed,87.0,9.2
302587,100655,Leadership Essentials,Leadership,"Jan 01, 2021",,In Progress,,22.0
302588,100655,Cybersecurity Awareness,Compliance,2021/01/01,2021-01-11,Completed,95.9,1.9
302589,100656,New Hire Onboarding,Onboarding,2026-01-31,02/07/2026,Done,80.9,7.1
302590,100656,Manager Coaching Skills,Leadership,10/12/2023,10/16/2023,Completed,77.4,10.0
302591,100657,New Hire Onboarding,Onboarding,2021-08-08,09/03/2021,Completed,54.6,7.8
302592,100657,Conflict Resolution,Soft Skills,2021-12-21,30-12-2021,Completed,74.6,5.9
302593,100658,New Hire Onboarding,Onboarding,2021/12/04,2022-01-11,Completed,78.1,9.3
302594,100658,Cybersecurity Awareness,Compliance,2021-06-14,,Not Started,,2.7
302595,100658,Conflict Resolution,Soft Skills,11/05/2021,2021-12-19,Completed,78.0,5.8
302596,100659,Secure Coding Basics,Technical,2024-12-18,2025-01-10,Completed,70.1,8.8
302597,100660,Leadership Essentials,Leadership,04/19/2023,,In Progress,,15.9
302598,100660,Data Privacy and GDPR,Compliance,2024-08-09,,In Progress,,2.6
302599,100660,Advanced Customer Handling,Customer Experience,2021-02-23,,Assigned,,9.9
302600,100660,Enterprise Sales Methodology,Sales,08/12/2023,15-09-2023,Completed,79.0,19.4
302601,100660,Manager Coaching Skills,Leadership,2021-04-29,2021-05-14,Completed,90.6,11.7
302602,100661,New Hire Onboarding,Onboarding,2022/04/05,2022-05-05,Completed,71.9,8.4
302603,100662,New Hire Onboarding,Onboarding,2021-04-20,2021-05-14,Completed,50.3,7.0
302604,100662,Enterprise Sales Methodology,Sales,30-10-2021,2021-12-04,Done,88.7,15.2
302605,100662,Product Discovery Basics,Product,2024-02-18,,In Progress,,5.6
302606,100662,New Hire Onboarding,Onboarding,01/13/2026,,In Progress,,9.5
302607,100662,Leadership Essentials,Leadership,12-11-2023,2023-12-11,Completed,72.5,20.4
302608,100663,New Hire Onboarding,Onboarding,2025-09-26,2025-10-23,Completed,67.4,8.7
302609,100663,Cybersecurity Awareness,Compliance,2025-04-26,,Done,81.0,2.1
302610,100663,Leadership Essentials,Leadership,2025-12-25,,Completed,81.0,22.1
302611,100663,New Hire Onboarding,Onboarding,2021-10-06,2021-11-11,Completed,74.5,8.2
302612,100663,Advanced Customer Handling,Customer Experience,2024-02-26,,Completed,79.9,11.4
302613,100663,Conflict Resolution,Soft Skills,"Oct 09, 2022",2022-10-24,Completed,98.8,7.1
302614,100664,New Hire Onboarding,Onboarding,2022-07-19,,Assigned,,8.0
302615,100664,Power BI Fundamentals,Technical,2024-03-20,,Not Started,,14.7
302616,100665,New Hire Onboarding,Onboarding,2023-05-10,23-06-2023,Completed,89.4,9.8
302617,100665,Product Discovery Basics,Product,2021-11-30,,Done,94.2,7.4
302618,100665,Leadership Essentials,Leadership,2024-06-21,2024-07-07,Complete,77.7,23.0
302619,100665,Enterprise Sales Methodology,Sales,2021-04-27,,Not Started,,20.2
302620,100666,New Hire Onboarding,Onboarding,2022-05-16,,Not Started,,8.1
302621,100666,New Hire Onboarding,Onboarding,2022-05-23,06/29/2022,Completed,74.2,10.1
302622,100666,Secure Coding Basics,Technical,08-02-2023,2023-02-26,Completed,82.2,9.9
302623,100667,New Hire Onboarding,Onboarding,2025-02-28,2025-03-22,Completed,78.2,8.3
302624,100667,Secure Coding Basics,Technical,2026-01-16,2026-01-28,Completed,56.4,9.4
302625,100667,Enterprise Sales Methodology,Sales,2022-02-18,2022-04-02,Done,71.4,15.7
302626,100667,Leadership Essentials,Leadership,2025-09-12,,Assigned,,17.8
302627,100667,New Hire Onboarding,Onboarding,2022-01-01,2022-01-07,Completed,80.2,5.5
302628,100668,New Hire Onboarding,Onboarding,"Aug 12, 2024",2024-08-29,Completed,98.4,9.6
302629,100668,New Hire Onboarding,Onboarding,2025-04-10,,In Progress,,9.6
302630,100668,SQL for Business Analysts,Technical,2025-03-01,05-04-2025,Completed,68.3,16.5
302631,100669,New Hire Onboarding,Onboarding,2022-09-26,2022-10-05,Completed,73.5,8.4
302632,100669,Power BI Fundamentals,Technical,2024/04/10,2024-05-11,Completed,98.9,18.1
302633,100669,SQL for Business Analysts,Technical,2022-08-05,,Dropped,,17.6
302634,100670,New Hire Onboarding,Onboarding,2021-01-05,,Completed,69.9,8.7
302635,100670,New Hire Onboarding,Onboarding,08-04-2026,05/06/2026,Completed,100.0,10.6
302636,100670,Enterprise Sales Methodology,Sales,11/01/2024,2024-12-01,Completed,68.0,12.5
302637,100670,Data Privacy and GDPR,Compliance,2026-03-25,2026-05-09,Done,59.1,4.2
302638,100670,Secure Coding Basics,Technical,2021-10-10,2021-11-05,Completed,81.7,10.8
302639,100670,Manager Coaching Skills,Leadership,2025-12-17,,Assigned,,20.8
302640,100670,Product Discovery Basics,Product,2026-01-10,2026/01/17,Completed,73.4,7.4
302641,100671,New Hire Onboarding,Onboarding,2024-11-03,,Dropped,,8.8
302642,100671,SQL for Business Analysts,Technical,2021-02-19,,Completed,56.6,23.1
302643,100671,Power BI Fundamentals,Technical,2024-06-02,2024-06-05,Completed,64.6,12.7
302644,100671,New Hire Onboarding,Onboarding,04/26/2022,2022/05/26,Completed,87.9,6.5
302645,100671,Secure Coding Basics,Technical,2024-04-10,2024-05-18,Completed,88.9,5.9
302646,100671,Advanced Customer Handling,Customer Experience,2021-05-10,,In Progress,,13.1
302647,100672,Product Discovery Basics,Product,2022-04-24,,Completed,43.4,9.7
302648,100672,Enterprise Sales Methodology,Sales,2024-04-22,2024-05-31,Completed,69.5,14.9
302649,100672,Secure Coding Basics,Technical,2024-07-09,,In Progress,,11.7
302650,100673,Manager Coaching Skills,Leadership,11/26/2025,"Dec 23, 2025",Completed,79.5,20.7
302651,100674,New Hire Onboarding,Onboarding,23-09-2025,10/26/2025,Completed,74.4,6.9
302652,100674,Power BI Fundamentals,Technical,2025-07-11,,Assigned,,12.3
302653,100675,New Hire Onboarding,Onboarding,2021-04-19,2021-05-07,Completed,81.7,11.2
302654,100675,Product Discovery Basics,Product,2022-08-06,2022-09-11,Completed,71.1,13.1
302655,100676,New Hire Onboarding,Onboarding,2025-05-08,,Completed,75.6,9.2
302656,100676,Cybersecurity Awareness,Compliance,2021-12-12,,In Progress,,2.4
302657,100676,SQL for Business Analysts,Technical,2023-03-07,2023-04-17,Completed,100.0,15.0
302658,100676,Secure Coding Basics,Technical,12-10-2023,2023-10-29,Completed,72.9,11.9
302659,100676,Power BI Fundamentals,Technical,2023-01-14,,In Progress,,13.2
302660,100676,Manager Coaching Skills,Leadership,09/16/2021,,Dropped,,15.1
302661,100677,New Hire Onboarding,Onboarding,2026-02-22,,Assigned,,8.8
302662,100677,Product Discovery Basics,Product,2024-05-25,,In Progress,,5.7
302663,100677,Manager Coaching Skills,Leadership,2024-09-25,2024-10-27,Completed,78.2,16.1
302664,100677,Power BI Fundamentals,Technical,2023-07-20,2023-08-10,Complete,53.3,14.2
302665,100677,Leadership Essentials,Leadership,2024-04-30,,In Progress,,21.6
302666,100678,Leadership Essentials,Leadership,07/17/2024,2024-08-29,Completed,84.8,22.0
302667,100679,New Hire Onboarding,Onboarding,2024-01-03,2024-01-06,Completed,71.7,6.5
302668,100679,Manager Coaching Skills,Leadership,01/17/2021,2021-02-08,Completed,75.4,15.5
302669,100679,Conflict Resolution,Soft Skills,08/05/2023,2023-08-19,Completed,58.4,6.6
302670,100679,Secure Coding Basics,Technical,2025/07/18,,In Progress,,8.4
302671,100679,Enterprise Sales Methodology,Sales,11/08/2023,2023-12-04,Completed,80.7,14.2
302672,100680,New Hire Onboarding,Onboarding,03/19/2022,2022-04-24,Completed,79.8,7.5
302673,100680,Conflict Resolution,Soft Skills,"Apr 11, 2021",04/21/2021,Done,85.4,6.8
302674,100680,Power BI Fundamentals,Technical,2023-04-28,,In Progress,,15.3
302675,100680,SQL for Business Analysts,Technical,26-09-2023,2023-10-15,Completed,81.9,20.2
302676,100680,Manager Coaching Skills,Leadership,2023-03-02,,In Progress,,16.1
302677,100680,Advanced Customer Handling,Customer Experience,2022-02-11,,In Progress,,12.6
302678,100680,Leadership Essentials,Leadership,2022-09-07,,Assigned,,27.1
302679,100681,New Hire Onboarding,Onboarding,01-02-2025,,Assigned,,7.3
302680,100681,Power BI Fundamentals,Technical,01/11/2025,2025-02-17,Completed,71.6,9.5
302681,100681,Conflict Resolution,Soft Skills,24-11-2022,12/08/2022,Completed,75.2,6.8
302682,100681,Data Privacy and GDPR,Compliance,10/12/2023,,Not Started,,2.7
302683,100681,Secure Coding Basics,Technical,2024-08-22,06-09-2024,Completed,64.0,10.9
302684,100681,Leadership Essentials,Leadership,2022-08-21,,Not Started,,21.8
302685,100681,Product Discovery Basics,Product,2021-11-26,2021-12-31,Completed,73.7,12.4
302686,100682,Data Privacy and GDPR,Compliance,2022-06-17,,In Progress,,3.2
302687,100682,Leadership Essentials,Leadership,2022-08-28,,Dropped,,16.5
302688,100682,Product Discovery Basics,Product,2022-01-07,2022-01-19,Done,85.3,7.6
302689,100683,New Hire Onboarding,Onboarding,2025-05-10,2025-05-17,Completed,56.9,6.0
302690,100684,Product Discovery Basics,Product,2022-08-17,2022-09-29,Completed,82.5,11.0
302691,100685,New Hire Onboarding,Onboarding,2023-03-16,2023-04-28,Completed,68.4,8.2
302692,100685,Conflict Resolution,Soft Skills,02/02/2021,2021-03-15,Completed,78.4,6.6
302693,100685,Secure Coding Basics,Technical,2025-08-28,"Sep 16, 2025",Complete,77.7,8.1
302694,100685,SQL for Business Analysts,Technical,2025-10-05,,In Progress,,10.3
302695,100685,Manager Coaching Skills,Leadership,12/08/2023,,Not Started,,21.5
302696,100686,New Hire Onboarding,Onboarding,2025-12-11,2026-01-05,Completed,52.7,9.7
302697,100686,Data Privacy and GDPR,Compliance,2026-04-03,2026-04-28,Completed,95.3,2.4
302698,100686,Cybersecurity Awareness,Compliance,2024-01-10,01/23/2024,Completed,100.0,2.4
302699,100686,Manager Coaching Skills,Leadership,2025-01-23,2025-01-27,Completed,77.3,12.9
302700,100686,Secure Coding Basics,Technical,2024-08-20,01-09-2024,Done,75.0,9.4
302701,100686,Advanced Customer Handling,Customer Experience,2024-10-08,2024-11-22,Completed,62.5,11.5
302702,100686,SQL for Business Analysts,Technical,2023-03-11,2023-03-31,Completed,67.6,17.0
302703,100687,New Hire Onboarding,Onboarding,03-09-2021,,Dropped,,6.8
302704,100687,New Hire Onboarding,Onboarding,"Jan 31, 2024",,In Progress,,7.1
302705,100687,Secure Coding Basics,Technical,28-05-2025,,In Progress,,7.8
302706,100688,Leadership Essentials,Leadership,2023-01-27,,In Progress,,22.8
302707,100689,New Hire Onboarding,Onboarding,2024-05-04,2024-06-06,Completed,82.8,9.7
302708,100689,Product Discovery Basics,Product,2022-02-12,,Assigned,,9.3
302709,100689,Power BI Fundamentals,Technical,2023/04/18,,Completed,89.8,12.4
302710,100689,Conflict Resolution,Soft Skills,2021-11-25,2021-12-31,Completed,76.4,5.6
302711,100689,Cybersecurity Awareness,Compliance,21-03-2022,2022-03-29,Completed,64.2,2.3
302712,100689,New Hire Onboarding,Onboarding,08/15/2022,2022-09-13,Completed,64.2,5.8
302713,100690,New Hire Onboarding,Onboarding,2025-10-11,,Assigned,,8.4
302714,100690,Product Discovery Basics,Product,2025-02-06,2025-02-23,Completed,77.1,9.5
302715,100691,New Hire Onboarding,Onboarding,2025-12-17,,Dropped,,11.6
302716,100691,Enterprise Sales Methodology,Sales,2025-05-29,2025-07-09,Completed,70.1,18.0
302717,100691,Product Discovery Basics,Product,"Oct 18, 2025",2025-11-12,Completed,73.0,12.3
302718,100691,Power BI Fundamentals,Technical,2025-12-16,2026-01-25,Completed,79.3,12.1
302719,100691,Leadership Essentials,Leadership,2025-01-01,2025/02/13,Completed,70.8,23.4
302720,100692,New Hire Onboarding,Onboarding,2025/04/23,2025-05-22,Completed,58.7,7.5
302721,100692,New Hire Onboarding,Onboarding,2023-09-02,09/05/2023,Completed,94.3,7.6
302722,100692,Enterprise Sales Methodology,Sales,2025-08-25,2025-09-21,Completed,76.7,17.4
302723,100692,Cybersecurity Awareness,Compliance,2024-07-03,2024-07-18,Completed,94.1,1.6
302724,100692,Product Discovery Basics,Product,"May 09, 2023",,Assigned,,10.3
302725,100692,Conflict Resolution,Soft Skills,06/05/2023,,In Progress,,6.9
302726,100693,Enterprise Sales Methodology,Sales,18-04-2026,,Dropped,,16.6
302727,100693,Secure Coding Basics,Technical,2024-02-04,2024-02-16,Completed,88.0,11.0
302728,100694,New Hire Onboarding,Onboarding,2025-11-07,,In Progress,,7.8
302729,100694,Secure Coding Basics,Technical,2022-05-07,2022-06-06,Completed,83.5,10.3
302730,100694,New Hire Onboarding,Onboarding,10/01/2024,,Assigned,,7.4
302731,100694,Manager Coaching Skills,Leadership,2025-09-29,2025-10-25,Completed,77.7,16.7
302732,100694,Cybersecurity Awareness,Compliance,2026/04/07,2026-04-10,Completed,82.0,2.6
302733,100694,Enterprise Sales Methodology,Sales,2023-01-23,,Assigned,,19.4
302734,100694,Leadership Essentials,Leadership,2022/04/01,2022/05/15,Completed,91.3,21.1
302735,100695,New Hire Onboarding,Onboarding,2024-03-26,,In Progress,,7.2
302736,100695,SQL for Business Analysts,Technical,2024-06-16,,In Progress,,17.3
302737,100695,Advanced Customer Handling,Customer Experience,2023-09-16,2023-10-21,Completed,92.2,11.0
302738,100696,New Hire Onboarding,Onboarding,2023-11-06,,In Progress,,6.1
302739,100697,New Hire Onboarding,Onboarding,06/11/2025,2025-07-01,Complete,69.9,8.1
302740,100698,New Hire Onboarding,Onboarding,2025-09-03,,In Progress,,6.0
302741,100698,Conflict Resolution,Soft Skills,2024-01-19,28-01-2024,Completed,69.8,7.2
302742,100698,Data Privacy and GDPR,Compliance,2023-12-31,,Completed,100.0,3.9
302743,100698,Enterprise Sales Methodology,Sales,05/24/2024,,In Progress,,16.1
302744,100698,Advanced Customer Handling,Customer Experience,2025-07-30,,Dropped,,14.6
302745,100698,Power BI Fundamentals,Technical,03/29/2026,2026-04-17,Complete,64.9,12.4
302746,100698,New Hire Onboarding,Onboarding,11-09-2023,,Assigned,,9.1
302747,100699,Leadership Essentials,Leadership,2024-08-21,"Sep 03, 2024",Completed,86.2,17.9
302748,100700,New Hire Onboarding,Onboarding,"Oct 05, 2025",2025-11-08,Completed,100.0,7.2
302749,100700,SQL for Business Analysts,Technical,2025-10-31,2025/11/09,Done,76.0,12.1
302750,100700,Power BI Fundamentals,Technical,2025-09-17,2025-10-03,Completed,85.5,14.0
302751,100700,New Hire Onboarding,Onboarding,2021-09-12,2021-09-17,Complete,75.0,7.8
302752,100701,Product Discovery Basics,Product,2024-03-29,,In Progress,,12.2
302753,100701,Data Privacy and GDPR,Compliance,"Nov 13, 2023","Nov 25, 2023",Complete,91.0,2.7
302754,100701,New Hire Onboarding,Onboarding,18-02-2026,,In Progress,,7.2
302755,100701,Enterprise Sales Methodology,Sales,04/10/2022,,Assigned,,19.2
302756,100701,SQL for Business Analysts,Technical,2025-11-22,2025-12-01,Complete,90.6,15.9
302757,100701,Cybersecurity Awareness,Compliance,2026-01-27,02/06/2026,Completed,86.5,2.2
302758,100701,Conflict Resolution,Soft Skills,09/02/2022,2022-10-02,Completed,83.2,6.4
302759,100702,New Hire Onboarding,Onboarding,2021/12/18,2021-12-23,Completed,90.4,9.3
302760,100702,New Hire Onboarding,Onboarding,2021-12-26,,Assigned,,10.5
302761,100702,Manager Coaching Skills,Leadership,2023-05-14,,Completed,100.0,13.7
302762,100702,Cybersecurity Awareness,Compliance,2023-03-28,2023-04-19,Completed,89.9,2.2
302763,100702,Leadership Essentials,Leadership,2024-10-12,,In Progress,,20.1
302764,100702,Manager Coaching Skills,Leadership,2022-04-14,2022-04-29,Completed,84.5,19.1
302765,100703,New Hire Onboarding,Onboarding,2021-08-04,2021-08-23,Done,88.1,7.8
302766,100703,SQL for Business Analysts,Technical,2025-11-23,,Assigned,,17.1
302767,100703,Power BI Fundamentals,Technical,2021-05-21,2021-05-26,Completed,88.7,15.6
302768,100703,Leadership Essentials,Leadership,01/27/2025,2025-01-28,Completed,74.3,15.9
302769,100704,New Hire Onboarding,Onboarding,2023-05-05,2023-06-05,Completed,89.0,8.5
302770,100704,Enterprise Sales Methodology,Sales,2024-05-06,,Assigned,,20.7
302771,100704,Leadership Essentials,Leadership,2022-09-01,,In Progress,,20.3
302772,100705,New Hire Onboarding,Onboarding,2021-08-25,2021-08-27,Completed,64.3,6.8
302773,100705,Secure Coding Basics,Technical,2022-09-04,09/18/2022,Completed,73.1,10.0
302774,100705,Data Privacy and GDPR,Compliance,2022-06-02,2022-06-22,Completed,73.6,2.7
302775,100706,Power BI Fundamentals,Technical,2024-11-16,,Dropped,,13.7
302776,100706,Manager Coaching Skills,Leadership,2023-04-17,"May 15, 2023",Done,69.1,18.3
302777,100706,Data Privacy and GDPR,Compliance,06/23/2025,2025/07/13,Completed,88.7,3.4
302778,100706,Leadership Essentials,Leadership,2024-10-14,2024/11/08,Completed,85.1,22.1
302779,100706,SQL for Business Analysts,Technical,2023-10-27,,In Progress,,22.6
302780,100706,Advanced Customer Handling,Customer Experience,2023-12-03,2024-01-06,Complete,71.1,11.8
302781,100707,Manager Coaching Skills,Leadership,2026/04/04,2026-05-10,Completed,84.1,17.7
302782,100708,New Hire Onboarding,Onboarding,11-05-2024,,In Progress,,10.4
302783,100708,Product Discovery Basics,Product,2024-10-03,,Not Started,,11.1
302784,100708,Power BI Fundamentals,Technical,2024-07-18,,In Progress,,14.7
302785,100708,Enterprise Sales Methodology,Sales,31-08-2025,2025-10-13,Done,80.5,11.7
302786,100708,SQL for Business Analysts,Technical,11/25/2024,2024-12-01,Completed,,17.0
302787,100709,New Hire Onboarding,Onboarding,2022-12-09,2023-01-06,Completed,82.2,9.7
302788,100709,Product Discovery Basics,Product,2021/09/27,2021-10-04,Completed,75.6,9.2
302789,100709,Enterprise Sales Methodology,Sales,2023-02-21,2023-03-27,Completed,87.0,13.6
